69	-1	23:59:35	0.000000	0
69	-1	23:59:35	0.000000	0
69	-1	23:59:35	0.000000	0
69	-1	23:59:35	0.000000	0
69	-1	23:59:35	0.000000	0
69	-1	23:59:35	0.000000	0
69	-1	23:59:35	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:36	0.000000	0
69	-1	23:59:37	0.000000	0
69	-1	23:59:37	0.000000	0
69	-1	23:59:37	0.000000	0
69	-1	23:59:37	0.000000	0
69	-1	23:59:37	0.000000	0
69	-1	23:59:37	0.000000	0
69	-1	23:59:37	0.000000	0
69	-1	23:59:37	0.000000	0
69	-1	23:59:38	0.000000	0
69	-1	23:59:38	0.000000	0
69	-1	23:59:38	0.000000	0
69	-1	23:59:38	0.000000	0
69	-1	23:59:38	0.000000	0
69	-1	23:59:38	0.000000	0
69	-1	23:59:38	0.000000	0
69	-1	23:59:39	0.000000	0
69	-1	23:59:39	0.000000	0
69	-1	23:59:39	0.000000	0
69	-1	23:59:40	0.000000	0
69	-1	23:59:40	0.000000	0
69	-1	23:59:40	0.000000	0
69	-1	23:59:40	0.000000	0
69	-1	23:59:41	0.000000	0
69	-1	23:59:41	0.000000	0
69	-1	23:59:41	0.000000	0
69	-1	23:59:41	0.000000	0
69	-1	23:59:42	0.000000	0
69	-1	23:59:42	0.000000	0
69	-1	23:59:42	0.000000	0
69	-1	23:59:42	0.000000	0
69	-1	23:59:42	0.000000	0
69	-1	23:59:43	0.000000	0
69	-1	23:59:43	0.000000	0
69	-1	23:59:43	0.000000	0
69	-1	23:59:43	0.000000	0
69	-1	23:59:43	0.000000	0
69	-1	23:59:44	0.000000	0
69	-1	23:59:44	0.000000	0
69	-1	23:59:44	0.000000	0
69	-1	23:59:44	0.000000	0
69	-1	23:59:45	0.000000	0
69	-1	23:59:45	0.000000	0
69	-1	23:59:45	0.000000	0
69	-1	23:59:45	0.000000	0
69	-1	23:59:46	0.000000	0
69	-1	23:59:46	0.000000	0
69	-1	23:59:46	0.000000	0
69	-1	23:59:46	0.000000	0
69	-1	23:59:47	0.000000	0
69	-1	23:59:47	0.000000	0
69	2	23:59:50	640.341187	28405
69	2	23:59:53	640.162354	26482
69	2	23:59:54	640.162354	25841
69	2	23:59:54	640.150818	25841
69	2	23:59:54	640.137329	25841
69	2	23:59:55	640.122925	25200
69	2	23:59:55	640.122925	25200
69	2	23:59:56	640.107971	24559
69	2	23:59:56	640.107971	24559
69	2	23:59:57	640.092896	23918
69	2	23:59:57	640.078003	23918
69	2	23:59:59	640.078003	22636
69	2	23:59:59	640.067200	22636
69	2	00:00:00	640.056274	21995
69	2	00:00:00	640.045288	21995
69	2	00:00:12	640.045288	14303
69	2	00:00:13	640.045288	13662
69	2	00:00:13	640.041565	13662
69	2	00:00:13	640.037781	13662
69	2	00:00:13	640.034058	13662
69	2	00:00:14	640.034058	13021
69	2	00:00:14	640.030701	13021
69	2	00:00:14	640.027344	13021
69	2	00:00:15	640.027344	12380
69	2	00:00:18	640.027344	10457
69	2	00:00:18	640.027344	10457
69	2	00:00:18	640.025879	10457
69	2	00:00:20	640.011658	9175
69	2	00:00:20	640.011658	9175
69	2	00:00:20	640.010376	9175
69	2	00:00:21	640.009094	8534
69	2	00:00:21	640.007813	8534
69	2	00:00:22	640.007813	7893
69	2	00:00:23	640.007813	7252
69	2	00:00:25	640.007813	5971
69	2	00:00:26	640.481873	5330
69	2	00:00:27	647.839417	4689
69	2	00:00:29	652.732483	3393
69	2	00:00:30	656.813904	2740
69	2	00:00:32	659.551575	1426
69	2	00:00:33	661.538147	766
69	2	00:00:34	663.057556	104
69	2	00:00:36	0.000000	-1222
69	2	00:00:37	0.000000	-1222
69	2	00:00:39	0.000000	-1222
69	2	00:00:40	0.000000	-1222
69	2	00:00:41	0.000000	-1222
69	2	00:00:43	0.000000	-1222
69	2	00:00:44	0.000000	-1222
69	2	00:00:45	0.000000	-1222
69	2	00:00:47	0.000000	-1222
69	2	00:00:48	0.000000	-1222
69	2	00:00:49	0.000000	-1222
69	2	00:00:51	0.000000	-1222
69	2	00:00:53	0.000000	-1222
69	2	00:00:54	0.000000	-1222
69	2	00:00:55	0.000000	-1222
69	2	00:00:57	0.000000	-1222
69	2	00:00:58	0.000000	-1222
69	2	00:00:59	0.000000	-1222
69	2	00:01:01	0.000000	-1222
69	2	00:01:03	0.000000	-1222
69	2	00:01:04	0.000000	-1222
69	2	00:01:06	0.000000	-1222
69	2	00:01:07	0.000000	-1222
69	2	00:01:08	0.000000	-1222
69	2	00:01:10	0.000000	-1222
69	2	00:01:11	0.000000	-1222
69	2	00:01:13	0.000000	-1222
69	2	00:01:14	0.000000	-1222
69	2	00:01:16	0.000000	-1222
69	2	00:01:17	0.000000	-1222
69	2	00:01:19	0.000000	-1222
69	2	00:01:20	0.000000	-1222
69	2	00:01:21	0.000000	-1222
69	2	00:01:23	0.000000	-1222
69	2	00:01:24	0.000000	-1222
69	2	00:01:26	0.000000	-1222
69	2	00:01:27	0.000000	-1222
69	2	00:01:29	0.000000	-1222
69	2	00:01:30	0.000000	-1222
69	2	00:01:32	0.000000	-1222
69	2	00:01:33	0.000000	-1222
69	2	00:01:35	0.000000	-1222
69	2	00:01:37	0.000000	-1222
69	2	00:01:38	0.000000	-1222
